Txn ID,TimeStamp,Gender of Buyer,Shipment Attribution,Barcode,Selling Price,Quantity
T0036,2024-01-23 18:58,Female,240805EA,1489716693439,389.1,3
T0036,2024-01-23 18:58,Female,240126BB,4264705587768,301.15,4
T0036,2024-01-23 18:58,Female,241129DB,6695212836394,322.02,5
T0036,2024-01-23 18:58,Female,240531DA,5966087203573,428.24,4
T0036,2024-01-23 18:58,Female,240602CB,8650517934553,356.76,2
T0036,2024-01-23 18:58,Female,240228DA,7193208938982,75.48,4
T0037,2024-12-24 19:16,Female,240629EC,7009664627837,290.25,5
T0037,2024-12-24 19:16,Female,241113BC,9471443645365,466.46,5
T0037,2024-12-24 19:16,Female,240829AA,9099746266551,401.53,4
T0037,2024-12-24 19:16,Female,241206DC,4852979716602,51.56,5
T0037,2024-12-24 19:16,Female,240918DB,1921407170452,114.11,3
T0037,2024-12-24 19:16,Female,241106EB,4852979716602,53.02,1
T0038,2024-10-24 20:52,Female,240827BC,4243802214885,298.21,4
T0038,2024-10-24 20:52,Female,240603EC,8060776080538,422.26,1
T0039,2024-02-28 18:27,Female,240520DB,9133603908014,329.46,5
T0039,2024-02-28 18:27,Female,240404ED,7009664627837,289.78,4
T0039,2024-02-28 18:27,Female,241019AA,4426249772873,42.44,1
T0039,2024-02-28 18:27,Female,240511BA,4887387328514,52.92,4
T0039,2024-02-28 18:27,Female,241019CB,7477584351590,250.54,5
T0039,2024-02-28 18:27,Female,240523AE,2974785865598,277.27,3
T0039,2024-02-28 18:27,Female,240529DB,9471443645365,453.08,4
T0039,2024-02-28 18:27,Female,241023DB,1374644357806,192.33,2
T0039,2024-02-28 18:27,Female,241122EC,3019733334840,139.66,1
T0040,2024-07-19 12:53,Male,241124CA,1374644357806,201.88,2
T0041,2024-05-21 11:38,Female,240708AB,5524031117940,279.66,4
T0041,2024-05-21 11:38,Female,241217DB,4887387328514,56.67,5
T0041,2024-05-21 11:38,Female,240904BB,4887387328514,57.15,1
T0041,2024-05-21 11:38,Female,240823AA,8493556002921,384.83,4
T0041,2024-05-21 11:38,Female,240805EB,8295015923248,442.48,3
T0041,2024-05-21 11:38,Female,240126AC,1374644357806,188.39,5
T0041,2024-05-21 11:38,Female,240629AA,7417081143053,43.5,3
T0042,2024-04-29 14:45,Female,240229DC,2081796341037,182.6,2
T0043,2024-09-22 12:09,Female,240117DC,1374644357806,182.49,5
T0043,2024-09-22 12:09,Female,241216DB,3000161243260,222.16,3
T0043,2024-09-22 12:09,Female,240424EE,5334981206381,292.02,2
T0043,2024-09-22 12:09,Female,240920AB,4266329572283,430.59,2
T0043,2024-09-22 12:09,Female,241028CC,7538675410397,217.23,5
T0043,2024-09-22 12:09,Female,240809CA,7009664627837,250.11,5
T0044,2024-08-23 20:10,Male,241106DA,9471443645365,464.52,2
T0045,2024-02-09 11:57,Female,240104EB,5112203895591,86.89,3
T0045,2024-02-09 11:57,Female,240122BB,9320526500374,194.11,4
T0045,2024-02-09 11:57,Female,240928BC,6768130244551,380.59,2
T0045,2024-02-09 11:57,Female,240104ED,5656234314111,484.89,4
T0046,2024-09-10 16:47,Female,240706EB,5573515979800,262.16,4
T0046,2024-09-10 16:47,Female,240508EC,1440710811309,22.96,4
T0046,2024-09-10 16:47,Female,240811BC,1374644357806,193.17,1
T0047,2024-07-04 13:11,Female,240418DE,7417081143053,44.57,3
T0048,2024-01-05 14:38,Male,240823AD,5573515979800,257.77,4
T0048,2024-01-05 14:38,Male,241122EC,9882839546088,233.54,5
T0048,2024-01-05 14:38,Male,241230DB,1887140245119,46.66,1
T0048,2024-01-05 14:38,Male,240712AD,4852979716602,50.6,2
T0049,2024-07-18 11:53,Male,241207EE,7784851719923,19.84,5
T0049,2024-07-18 11:53,Male,240928BE,2081796341037,203.41,3
T0049,2024-07-18 11:53,Male,240610AB,7111402598169,237.64,4
T0050,2024-03-08 20:48,Male,241015DA,5966087203573,426.52,3
T0051,2024-09-24 18:46,Male,240218AB,8650517934553,337.24,3
T0051,2024-09-24 18:46,Male,240404ED,7009664627837,273.08,1
T0052,2024-04-09 19:03,Male,240627EA,2764870889303,450.42,4
T0052,2024-04-09 19:03,Male,241025DB,1440710811309,23.47,4
T0052,2024-04-09 19:03,Male,240128AA,7193208938982,74.87,5
T0053,2024-07-16 13:42,Male,240212AA,1081846168108,419.63,3
T0053,2024-07-16 13:42,Male,241205DB,3046223091366,352.05,5
T0054,2024-04-15 18:51,Male,240421AB,7438552944490,209.98,1
T0054,2024-04-15 18:51,Male,240221AB,4887387328514,58.24,2
T0054,2024-04-15 18:51,Male,240613EB,8068700962471,298.74,1
T0054,2024-04-15 18:51,Male,241129DC,8060776080538,407.24,2
T0054,2024-04-15 18:51,Male,240715AA,3442852944505,233.55,3
T0055,2024-06-14 16:13,Male,240425AC,9133603908014,335.04,4
T0055,2024-06-14 16:13,Male,240415EC,6768130244551,407.7,2
T0055,2024-06-14 16:13,Male,240822EB,9882839546088,241.51,4
T0055,2024-06-14 16:13,Male,240629AB,2668380592920,420.55,1
T0055,2024-06-14 16:13,Male,240914DE,1885386949733,52.54,1
T0055,2024-06-14 16:13,Male,240818DC,4651387619190,165.51,4
T0055,2024-06-14 16:13,Male,241202EB,7009664627837,280.14,3
T0056,2024-05-14 16:31,Male,240427BD,5966087203573,421.03,3
T0056,2024-05-14 16:31,Male,240620CB,1885386949733,55.58,3
T0057,2024-06-24 12:01,Male,240209DE,5656234314111,452.5,4
T0057,2024-06-24 12:01,Male,240118CA,3000161243260,223.23,2
T0058,2024-10-21 21:19,Male,240817AA,5524031117940,285.19,2
T0058,2024-10-21 21:19,Male,241221EB,7417081143053,43.24,1
T0059,2024-09-04 19:17,Female,240322DC,1885386949733,51.45,3
T0059,2024-09-04 19:17,Female,240719DB,2764870889303,454.26,3
T0060,2024-03-19 17:38,Male,241015DA,5966087203573,422.59,5
T0060,2024-03-19 17:38,Male,240529ED,3442852944505,226.97,1
T0060,2024-03-19 17:38,Male,241128EB,7009664627837,264.85,3
T0060,2024-03-19 17:38,Male,241231BB,7009664627837,272.04,4
T0060,2024-03-19 17:38,Male,240903BA,2081796341037,205.5,1
T0060,2024-03-19 17:38,Male,240615ED,3000161243260,227.13,5
T0060,2024-03-19 17:38,Male,240405BA,4887387328514,56.55,5
T0061,2024-08-22 18:19,Female,241230CA,2168494776151,282.2,4
T0061,2024-08-22 18:19,Female,240402EA,4243802214885,304.64,3
T0062,2024-05-01 16:36,Male,240506CA,7784851719923,21.64,3
T0062,2024-05-01 16:36,Male,240903BA,2081796341037,191.25,3
T0062,2024-05-01 16:36,Male,240719AC,5334981206381,313.82,5
T0063,2024-12-23 17:23,Female,240128BE,6695212836394,330.58,4
T0063,2024-12-23 17:23,Female,241229CA,8650517934553,333.82,4
T0064,2024-09-13 15:21,Male,240911EA,9550889811760,444.71,2
T0064,2024-09-13 15:21,Male,240319AA,7534112261015,293.66,5
T0064,2024-09-13 15:21,Male,240527DB,6079913241894,438.48,2
T0065,2024-02-06 20:22,Female,240107EC,8952577124826,105.85,3
T0065,2024-02-06 20:22,Female,240705EE,2005707746631,442.02,3
T0065,2024-02-06 20:22,Female,240714DD,9133603908014,320.06,2
T0065,2024-02-06 20:22,Female,241018AC,1319495204239,464.13,4
T0066,2024-02-20 18:18,Female,240425CA,4266329572283,473.33,4
T0066,2024-02-20 18:18,Female,240823AE,5656234314111,457.86,5
T0067,2024-05-01 09:18,Male,240329AA,3000161243260,219.75,1
T0067,2024-05-01 09:18,Male,241113BD,7909647285748,420.56,2
T0067,2024-05-01 09:18,Male,240911EC,7784851719923,19.99,1
T0067,2024-05-01 09:18,Male,240825EA,2168494776151,296.17,1
T0068,2024-04-11 15:14,Male,240617AB,1489716693439,375.99,3
T0068,2024-04-11 15:14,Male,240819BC,4887387328514,57.02,5
T0068,2024-04-11 15:14,Male,240928AA,1885386949733,51.53,5
T0069,2024-10-31 19:07,Female,240522DD,9679955033493,27.12,4
T0070,2024-05-06 17:23,Female,241029CD,6373646879188,273.52,1
T0070,2024-05-06 17:23,Female,241129CB,2646305542863,77.35,4
T0070,2024-05-06 17:23,Female,240401AC,7909647285748,411.9,5
T0071,2024-09-13 18:39,Female,241221EB,7417081143053,46.4,4
T0071,2024-09-13 18:39,Female,240331BA,6695212836394,337.49,4
T0071,2024-09-13 18:39,Female,240423EA,7417081143053,43.87,1
T0072,2024-01-19 20:30,Female,240402EA,4243802214885,293.71,2
T0072,2024-01-19 20:30,Female,240305AB,4852979716602,49.49,3
T0072,2024-01-19 20:30,Female,240613EB,8068700962471,305.77,1
T0073,2024-08-20 19:43,Male,240623BE,9341222702392,191.28,3
T0073,2024-08-20 19:43,Male,240117DA,2168494776151,285.2,4
T0074,2024-03-06 19:31,Male,240414ED,2005707746631,463.68,1
T0074,2024-03-06 19:31,Male,240527BD,8493556002921,398.01,2
T0074,2024-03-06 19:31,Male,241230DB,1887140245119,43.88,3
T0074,2024-03-06 19:31,Male,241223CA,4426249772873,46.5,4
T0075,2024-07-04 17:16,Female,240118CA,3000161243260,226.85,1
T0075,2024-07-04 17:16,Female,240110CB,7784851719923,20.41,3
T0076,2024-05-22 14:30,Female,240529EB,2764870889303,485.38,3
T0077,2024-01-25 17:49,Male,241109BB,7477584351590,288.36,4
T0077,2024-01-25 17:49,Male,240620ED,9320526500374,213.64,1
T0077,2024-01-25 17:49,Male,240912CB,9550889811760,438.9,3
T0077,2024-01-25 17:49,Male,240803AC,8118777908898,27.49,1
T0077,2024-01-25 17:49,Male,241109EA,2005707746631,447.24,3
T0078,2024-09-04 16:35,Male,240809CA,7009664627837,271.19,1
T0079,2024-09-24 13:49,Female,241122AC,5112203895591,86.2,2
T0079,2024-09-24 13:49,Female,240914CB,4852979716602,48.2,1
T0079,2024-09-24 13:49,Female,240408EA,6079913241894,443.08,2
T0079,2024-09-24 13:49,Female,241129DC,8060776080538,428.45,4
T0079,2024-09-24 13:49,Female,240321BD,7111402598169,240.57,4
T0080,2024-07-05 21:45,Female,240921EA,1374644357806,193.65,5
T0080,2024-07-05 21:45,Female,240919AA,7534112261015,273.97,1
T0080,2024-07-05 21:45,Female,240721EC,7438552944490,206.05,4
T0080,2024-07-05 21:45,Female,240615AB,7417081143053,46.33,4
T0080,2024-07-05 21:45,Female,241124EB,1904792486473,444.21,2
T0081,2024-02-09 15:08,Male,241222CB,7193208938982,72.81,3
T0081,2024-02-09 15:08,Male,240617AB,1489716693439,366.34,1
T0082,2024-02-13 20:27,Female,240228DB,1319495204239,470.67,3
T0082,2024-02-13 20:27,Female,240908DC,9099746266551,419.84,2
T0082,2024-02-13 20:27,Female,241111AA,7909647285748,396.55,1
T0082,2024-02-13 20:27,Female,240520AA,3922480347697,328.97,2
T0082,2024-02-13 20:27,Female,240603DD,3801660182303,336.4,5
T0082,2024-02-13 20:27,Female,240203AC,9133603908014,316.44,3
T0082,2024-02-13 20:27,Female,240527BA,1921407170452,111.9,1
T0082,2024-02-13 20:27,Female,240130DC,9133603908014,329.9,2
T0083,2024-09-03 15:11,Male,240705DA,1904792486473,476.09,2
T0083,2024-09-03 15:11,Male,241207BC,1110475018705,82.35,1
T0084,2024-03-21 18:48,Male,240824AC,5334981206381,305.89,5
T0084,2024-03-21 18:48,Male,240331CD,1489716693439,382.18,5
T0085,2024-04-05 14:43,Male,240426CA,3801660182303,349.24,1
T0086,2024-10-18 13:17,Female,240203BE,2676489428461,54.54,5
T0086,2024-10-18 13:17,Female,240705ED,1887140245119,42.78,5
T0087,2024-03-04 13:21,Female,240106AA,9366403560281,394.49,4
T0088,2024-03-15 20:58,Female,240101CA,5524031117940,303.98,2
T0088,2024-03-15 20:58,Female,240610DB,3046223091366,339.97,5
T0089,2024-03-20 17:01,Female,241231DC,2646305542863,81.57,2
T0089,2024-03-20 17:01,Female,241014EB,2974785865598,285.33,4
T0090,2024-08-01 14:51,Female,241031CE,8295015923248,457.3,3
T0090,2024-08-01 14:51,Female,240117BD,1887140245119,46.2,1
T0090,2024-08-01 14:51,Female,240620EC,1489716693439,373.95,1
T0090,2024-08-01 14:51,Female,241231BA,4266329572283,476.65,4
T0091,2024-02-07 16:47,Female,240709BA,1904792486473,446.04,4
T0091,2024-02-07 16:47,Female,240508EA,8118777908898,27.2,4
T0091,2024-02-07 16:47,Female,240929CA,3801660182303,348.41,5
T0091,2024-02-07 16:47,Female,240331CA,5112203895591,86.72,3
T0092,2024-12-19 13:48,Female,241127DA,8650517934553,355.45,2
T0092,2024-12-19 13:48,Female,240427BC,8295015923248,427.89,1
T0092,2024-12-19 13:48,Female,240803AA,3801660182303,325.19,1
T0092,2024-12-19 13:48,Female,240712AC,1366803933780,215.25,2
T0092,2024-12-19 13:48,Female,240119BA,3019733334840,150.94,3
T0092,2024-12-19 13:48,Female,240411DB,1081846168108,418.3,3
T0092,2024-12-19 13:48,Female,240623BB,1904792486473,477.18,2
T0093,2024-03-22 12:07,Female,240402EC,7111402598169,246.08,1
T0093,2024-03-22 12:07,Female,240823AB,8952577124826,109.94,4
T0093,2024-03-22 12:07,Female,240617DB,5723787941699,284.13,2
T0093,2024-03-22 12:07,Female,240504ED,7909647285748,392.92,1
T0094,2024-07-16 17:46,Female,240818DA,5756935329189,382.88,4
T0094,2024-07-16 17:46,Female,240323DA,3270110394259,268.2,2
T0095,2024-11-08 17:31,Female,241217DC,8493556002921,388.57,5
T0095,2024-11-08 17:31,Female,240423DA,1887140245119,45.37,3
T0095,2024-11-08 17:31,Female,241217DB,4887387328514,57.31,3
T0096,2024-01-15 17:37,Female,241008DE,4887387328514,54.63,4
T0097,2024-01-04 14:17,Male,240414EE,7538675410397,214.34,2
T0097,2024-01-04 14:17,Male,240906DA,8952577124826,104.42,3
T0097,2024-01-04 14:17,Male,240323BD,1887140245119,46.89,5
T0097,2024-01-04 14:17,Male,241020BD,3019733334840,151.98,4
T0098,2024-02-13 14:36,Male,241223DC,3348353436381,304.76,3
T0098,2024-02-13 14:36,Male,240323BE,7118631998839,105.35,5
T0098,2024-02-13 14:36,Male,240602CB,8650517934553,350.23,1
T0098,2024-02-13 14:36,Male,240615ED,3000161243260,220.47,1
T0099,2024-10-22 19:26,Male,240818BA,3046223091366,368.26,4
T0099,2024-10-22 19:26,Male,240911EB,5966087203573,448.63,2
T0099,2024-10-22 19:26,Male,241011DA,5573515979800,271.24,3
T0099,2024-10-22 19:26,Male,241227CA,8118777908898,26.65,4
T0099,2024-10-22 19:26,Male,240210EA,9882839546088,234.43,5
T0100,2024-01-05 16:11,Male,241205DB,3046223091366,343.59,1
T0100,2024-01-05 16:11,Male,240126BC,9679955033493,30.98,3
T0101,2024-10-22 15:53,Male,240301AA,2646305542863,81.93,3
T0101,2024-10-22 15:53,Male,240819BA,3442852944505,227.14,5
T0102,2024-03-04 13:38,Male,240116BD,6400454451965,422.03,4
T0103,2024-07-08 13:58,Male,240527BC,7538675410397,216.41,5
T0104,2024-12-25 09:39,Male,240629EC,7009664627837,285.05,3
T0104,2024-12-25 09:39,Male,240122CB,8295015923248,434.66,1
T0104,2024-12-25 09:39,Male,240716EB,5334981206381,308.6,4
T0104,2024-12-25 09:39,Male,240811BA,6695212836394,333.8,5
T0105,2024-02-19 19:20,Male,240829AA,9099746266551,421.78,1
T0105,2024-02-19 19:20,Male,241217DB,5756935329189,392.28,5
T0105,2024-02-19 19:20,Male,240927EA,1374644357806,199.65,5
T0105,2024-02-19 19:20,Male,240706BA,7118631998839,110.91,2
T0105,2024-02-19 19:20,Male,240504EE,5524031117940,297.53,5
T0106,2024-07-11 11:07,Female,241129AA,3348353436381,317.45,4
T0106,2024-07-11 11:07,Female,240805EE,9341222702392,197.19,5
T0106,2024-07-11 11:07,Female,240408DA,7477584351590,298.86,4
T0107,2024-09-18 17:40,Female,240918DA,9366403560281,382.58,3
T0108,2024-07-02 16:15,Female,241028BD,7118631998839,112.31,2
T0108,2024-07-02 16:15,Female,240211CA,4852979716602,50.78,5
T0109,2024-09-02 15:57,Male,240706BC,4651387619190,170.65,3
T0109,2024-09-02 15:57,Male,240627ED,2168494776151,284.52,1
T0109,2024-09-02 15:57,Male,241026DB,1366803933780,200.21,1
T0110,2024-10-03 16:23,Male,240322EA,6400454451965,394.09,3
T0110,2024-10-03 16:23,Male,241216DB,3000161243260,219.63,5
T0111,2024-09-04 12:02,Male,240218AC,8295015923248,439.38,1
T0112,2024-05-13 18:49,Male,240729AB,7538675410397,202.44,4
T0112,2024-05-13 18:49,Male,240327CE,3442852944505,224.33,2
T0112,2024-05-13 18:49,Male,240928AA,1885386949733,50.88,3
T0112,2024-05-13 18:49,Male,240824BB,8562587170545,309.38,3
T0112,2024-05-13 18:49,Male,240119BB,1366803933780,205.06,3
T0113,2024-05-05 12:33,Male,240402DC,2974785865598,278.34,3
T0113,2024-05-05 12:33,Male,241104AA,5723787941699,234.83,5
T0113,2024-05-05 12:33,Male,240129DC,9550889811760,445.61,4
T0113,2024-05-05 12:33,Male,240630BD,5756935329189,356.09,3
T0113,2024-05-05 12:33,Male,240629EC,7009664627837,267.83,1
T0113,2024-05-05 12:33,Male,240904BC,7534112261015,259.35,4
T0114,2024-06-11 20:20,Female,240516EE,8118777908898,26.57,1
T0114,2024-06-11 20:20,Female,240919AB,2668380592920,401.83,4
T0115,2024-07-02 14:27,Female,240328AE,1489716693439,393.56,2
T0116,2024-05-06 13:25,Female,240706BC,4651387619190,173.56,1
T0117,2024-01-05 14:51,Male,241008DA,1440710811309,22.91,5
T0117,2024-01-05 14:51,Male,240201CA,2081796341037,200.97,1
T0117,2024-01-05 14:51,Male,240418CB,4266329572283,467.9,3
T0118,2024-06-20 20:18,Female,240129DA,7009664627837,292.56,4
T0118,2024-06-20 20:18,Female,240529EA,9792841352355,74.5,5
T0118,2024-06-20 20:18,Female,240716EB,5334981206381,310.71,1
T0118,2024-06-20 20:18,Female,240928BC,8060776080538,411.02,4
T0118,2024-06-20 20:18,Female,240702CB,6695212836394,349.92,5
T0118,2024-06-20 20:18,Female,241117DA,2676489428461,54.6,1
T0118,2024-06-20 20:18,Female,240714AE,3046223091366,351.19,5
T0118,2024-06-20 20:18,Female,240102CB,8118777908898,27.83,2
T0119,2024-07-23 18:25,Male,240928BA,9133603908014,325.3,4
T0119,2024-07-23 18:25,Male,240629AC,2081796341037,190.8,2
T0119,2024-07-23 18:25,Male,241101EA,6400454451965,404.93,3
T0119,2024-07-23 18:25,Male,241209BC,2646305542863,79.51,4
T0119,2024-07-23 18:25,Male,241129AB,8493556002921,375.27,2
T0119,2024-07-23 18:25,Male,241004AD,4426249772873,49.3,4
T0119,2024-07-23 18:25,Male,240321EB,4651387619190,168.72,5
T0119,2024-07-23 18:25,Male,241104DB,6079913241894,444.66,2
T0119,2024-07-23 18:25,Male,240317EA,4426249772873,49.22,3
T0119,2024-07-23 18:25,Male,240623BD,1366803933780,212.16,3
T0120,2024-03-07 18:22,Male,240518EA,5723787941699,271.33,2
T0120,2024-03-07 18:22,Male,240618BB,9341222702392,187.89,3
T0121,2024-03-01 19:54,Male,240603EA,4852979716602,48.07,2
T0121,2024-03-01 19:54,Male,240531BA,8068700962471,292.69,1
T0121,2024-03-01 19:54,Male,241231DC,2646305542863,79.42,2
T0121,2024-03-01 19:54,Male,241111AA,7909647285748,402.18,4
T0121,2024-03-01 19:54,Male,240102CD,2646305542863,83.64,5
